CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
"Brownsville-Harlingen, TX",15180,2020,366,158,199,6,3,0,0,184,74,52,0,0,64,302,0
"Brunswick, GA",15260,2020,285,256,29,0,0,0,0,97,51,33,0,0,198,87,0
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2020,366,276,88,0,2,0,0,157,58,41,0,2,185,179,0
"Burlington-South Burlington, VT",15540,2020,366,302,64,0,0,0,0,98,53,39,0,0,206,160,0
"Butte-Silver Bow, MT",15580,2020,366,289,69,5,3,0,0,181,61,22,0,0,0,247,119
"Cadillac, MI",15620,2020,366,247,118,1,0,0,0,105,58,42,0,4,125,237,0
"Cambridge, MD",15700,2020,365,339,26,0,0,0,0,84,48,36,0,0,309,56,0
"Canton-Massillon, OH",15940,2020,358,202,152,4,0,0,0,119,65,47,0,0,110,248,0
"Cape Coral-Fort Myers, FL",15980,2020,366,284,82,0,0,0,0,100,55,39,0,0,176,190,0
"Carlsbad-Artesia, NM",16100,2020,364,244,109,11,0,0,0,115,80,46,0,0,352,12,0
"Carson City, NV",16180,2020,366,284,62,12,6,2,0,210,71,42,0,0,240,126,0
"Casper, WY",16220,2020,366,316,46,4,0,0,0,124,54,42,0,3,332,31,0
"Ca?on City, CO",15860,2020,17,17,0,0,0,0,0,27,20,11,0,0,0,0,17
"Cedar City, UT",16260,2020,366,312,54,0,0,0,0,88,53,41,0,20,273,73,0
"Cedar Rapids, IA",16300,2020,366,207,158,1,0,0,0,105,63,47,0,0,78,288,0
"Centralia, WA",16500,2020,335,314,20,0,0,1,0,258,46,25,0,0,0,335,0
"Chambersburg-Waynesboro, PA",16540,2020,363,363,0,0,0,0,0,50,42,32,0,0,363,0,0
"Champaign-Urbana, IL",16580,2020,366,250,114,2,0,0,0,126,61,44,0,0,156,210,0
"Charleston, WV",16620,2020,366,287,79,0,0,0,0,85,55,41,0,0,162,204,0
"Charleston-North Charleston, SC",16700,2020,366,264,101,1,0,0,0,117,57,43,0,0,70,296,0
"Charlotte-Concord-Gastonia, NC-SC",16740,2020,366,205,159,2,0,0,0,112,61,48,0,0,123,243,0
"Charlottesville, VA",16820,2020,363,287,76,0,0,0,0,70,53,41,0,0,115,248,0
"Chattanooga, TN-GA",16860,2020,364,207,156,0,1,0,0,151,61,46,0,0,83,281,0
"Cheyenne, WY",16940,2020,366,313,48,3,2,0,0,159,58,39,0,4,279,65,18
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2020,366,62,280,19,5,0,0,197,90,60,0,2,68,269,27
"Chico, CA",17020,2020,366,149,178,18,16,3,2,508,110,54,0,0,159,204,3
"Cincinnati, OH-KY-IN",17140,2020,366,98,261,7,0,0,0,126,74,55,0,3,73,289,1
"Claremont-Lebanon, NH-VT",17200,2020,366,344,22,0,0,0,0,70,45,35,0,0,269,97,0
"Clarksburg, WV",17220,2020,118,99,19,0,0,0,0,80,53,35,0,0,0,118,0
"Clarksville, TN-KY",17300,2020,366,259,105,2,0,0,0,116,58,44,0,0,158,208,0
"Clearlake, CA",17340,2020,351,341,6,1,3,0,0,190,44,32,0,0,324,25,2
"Cleveland, MS",17380,2020,363,233,130,0,0,0,0,87,60,46,0,0,97,266,0
"Cleveland-Elyria, OH",17460,2020,366,147,208,10,1,0,0,155,72,54,0,0,109,254,3
"Clinton, IA",17540,2020,324,199,125,0,0,0,0,87,62,45,0,0,125,199,0
"Coeur d'Alene, ID",17660,2020,354,288,58,1,2,4,1,518,55,26,0,0,0,354,0
"College Station-Bryan, TX",17780,2020,303,210,93,0,0,0,0,99,57,40,0,0,0,303,0
"Colorado Springs, CO",17820,2020,366,241,118,6,1,0,0,151,74,46,0,0,318,48,0
"Columbia, MO",17860,2020,244,235,9,0,0,0,0,93,44,33,0,0,244,0,0
"Columbia, SC",17900,2020,366,248,117,1,0,0,0,117,57,44,0,0,100,266,0
"Columbus, GA-AL",17980,2020,366,226,139,1,0,0,0,101,62,46,0,0,56,310,0
"Columbus, IN",18020,2020,366,275,91,0,0,0,0,97,57,41,0,0,191,175,0
"Columbus, OH",18140,2020,366,228,135,3,0,0,0,102,62,45,0,2,141,223,0
"Concord, NH",18180,2020,213,209,4,0,0,0,0,74,44,38,0,0,213,0,0
"Cookeville, TN",18260,2020,359,310,48,1,0,0,0,105,52,31,0,0,0,359,0
"Corning, NY",18500,2020,365,330,35,0,0,0,0,81,49,36,0,0,249,116,0
"Corpus Christi, TX",18580,2020,366,227,137,0,2,0,0,162,67,46,0,0,135,231,0
"Corsicana, TX",18620,2020,366,257,107,2,0,0,0,113,58,42,0,2,139,225,0
"Corvallis, OR",18700,2020,366,313,42,0,1,7,3,541,56,23,0,0,0,366,0
"Crescent City, CA",18860,2020,292,193,90,4,3,2,0,245,61,42,0,0,0,292,0
"Crestview-Fort Walton Beach-Destin, FL",18880,2020,364,355,9,0,0,0,0,74,46,34,0,0,334,0,30
"Cullowhee, NC",19000,2020,111,96,15,0,0,0,0,71,52,32,0,0,0,111,0
"Dallas-Fort Worth-Arlington, TX",19100,2020,366,135,207,21,3,0,0,159,93,54,0,4,143,219,0
"Dalton, GA",19140,2020,272,257,15,0,0,0,0,61,46,34,0,0,227,45,0
"Daphne-Fairhope-Foley, AL",19300,2020,269,223,46,0,0,0,0,74,54,38,0,0,178,91,0
"Davenport-Moline-Rock Island, IA-IL",19340,2020,366,166,197,2,1,0,0,156,66,52,0,0,70,222,74
"Dayton, OH",19380,2020,366,168,194,4,0,0,0,112,68,52,0,0,103,263,0
"Decatur, AL",19460,2020,357,252,105,0,0,0,0,78,58,41,0,0,96,261,0
"Decatur, IL",19500,2020,362,214,148,0,0,0,0,90,60,46,0,0,100,262,0
"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,366,256,110,0,0,0,0,77,56,43,0,0,121,245,0
"Deming, NM",19700,2020,354,335,18,0,0,0,1,353,40,19,0,0,0,0,354
"Denver-Aurora-Lakewood, CO",19740,2020,366,61,270,31,4,0,0,161,99,62,0,44,217,95,10
"Des Moines-West Des Moines, IA",19780,2020,366,261,103,0,2,0,0,199,59,42,0,4,125,237,0
"Detroit-Warren-Dearborn, MI",19820,2020,366,117,230,17,2,0,0,188,80,55,0,3,54,305,4
"Dickinson, ND",19860,2020,366,346,20,0,0,0,0,65,46,35,0,0,307,59,0
"Dodge City, KS",19980,2020,302,297,5,0,0,0,0,79,29,11,0,0,0,0,302
"Douglas, GA",20060,2020,120,99,20,1,0,0,0,108,53,33,0,0,0,120,0
"Dover, DE",20100,2020,362,296,66,0,0,0,0,80,54,39,0,0,208,154,0
"DuBois, PA",20180,2020,343,341,2,0,0,0,0,54,42,31,0,0,343,0,0
"Duluth, MN-WI",20260,2020,366,279,86,1,0,0,0,104,55,41,0,0,130,229,7
"Durango, CO",20420,2020,366,273,91,2,0,0,0,133,61,45,0,0,326,40,0
"Durham-Chapel Hill, NC",20500,2020,364,276,88,0,0,0,0,97,55,41,0,0,116,247,1
"Dyersburg, TN",20540,2020,351,293,57,1,0,0,0,117,53,31,0,0,0,351,0
"Eagle Pass, TX",20580,2020,347,254,92,0,1,0,0,164,61,36,0,0,0,347,0
"East Stroudsburg, PA",20700,2020,357,355,2,0,0,0,0,80,44,33,0,0,357,0,0
"Eau Claire, WI",20740,2020,366,256,110,0,0,0,0,93,59,42,0,0,128,238,0
"Effingham, IL",20820,2020,166,156,10,0,0,0,0,84,48,37,0,0,166,0,0
"El Centro, CA",20940,2020,366,94,244,26,2,0,0,166,97,60,0,1,153,146,66
"El Dorado, AR",20980,2020,121,74,47,0,0,0,0,90,57,45,0,0,0,121,0
"El Paso, TX",21340,2020,366,95,252,17,2,0,0,192,89,59,0,6,151,181,28
"Elizabethtown-Fort Knox, KY",21060,2020,366,268,98,0,0,0,0,80,56,43,0,0,126,240,0
"Elkhart-Goshen, IN",21140,2020,366,254,110,0,2,0,0,161,58,42,0,0,139,227,0
"Elko, NV",21220,2020,363,304,55,1,3,0,0,169,57,30,0,0,133,12,218
"Ellensburg, WA",21260,2020,365,297,57,2,3,2,4,724,59,24,0,0,0,365,0
"Emporia, KS",21380,2020,121,110,11,0,0,0,0,63,47,24,0,0,0,121,0
"Erie, PA",21500,2020,363,298,65,0,0,0,0,87,54,36,3,0,201,159,0
"Espa?ola, NM",21580,2020,362,313,49,0,0,0,0,90,54,44,0,0,361,1,0
"Eugene, OR",21660,2020,366,203,149,4,0,2,8,1000,78,46,0,0,66,296,4
"Eureka-Arcata-Fortuna, CA",21700,2020,366,318,45,3,0,0,0,109,53,29,0,0,225,80,61
"Evanston, WY",21740,2020,366,323,41,2,0,0,0,122,51,40,0,2,225,0,139
"Evansville, IN-KY",21780,2020,366,244,119,3,0,0,0,112,62,44,0,0,178,188,0
"Fairbanks, AK",21820,2020,366,231,98,17,20,0,0,177,106,39,0,0,76,287,3
"Fairmont, WV",21900,2020,74,57,17,0,0,0,0,70,55,35,0,0,0,74,0
"Fallon, NV",21980,2020,363,336,25,2,0,0,0,147,50,40,0,0,363,0,0
"Fargo, ND-MN",22020,2020,363,303,60,0,0,0,0,80,53,37,0,6,188,169,0
"Farmington, NM",22140,2020,366,265,96,5,0,0,0,109,64,45,0,0,364,0,2
"Fayetteville, NC",22180,2020,363,280,83,0,0,0,0,83,56,39,0,0,120,240,3
"Fayetteville-Springdale-Rogers, AR-MO",22220,2020,366,251,114,1,0,0,0,150,58,44,0,0,129,237,0
"Fernley, NV",22280,2020,356,308,39,5,3,0,1,328,59,38,0,0,302,0,54
"Flagstaff, AZ",22380,2020,366,302,64,0,0,0,0,93,58,44,0,0,345,21,0
"Flint, MI",22420,2020,366,288,77,1,0,0,0,126,57,39,0,0,190,176,0
"Florence, SC",22500,2020,361,299,62,0,0,0,0,95,53,38,0,0,94,267,0
"Fond du Lac, WI",22540,2020,205,194,9,2,0,0,0,115,46,36,0,0,205,0,0
"Fort Collins, CO",22660,2020,366,197,147,20,2,0,0,159,89,49,0,0,291,75,0
"Fort Madison-Keokuk, IA-IL-MO",22800,2020,118,83,35,0,0,0,0,76,58,40,0,0,0,118,0
"Fort Payne, AL",22840,2020,364,332,32,0,0,0,0,91,49,37,0,0,309,55,0
"Fort Smith, AR-OK",22900,2020,362,304,57,1,0,0,0,141,54,37,0,5,166,191,0
"Fort Wayne, IN",23060,2020,366,151,213,2,0,0,0,120,64,52,0,0,70,296,0
"Fresno, CA",23420,2020,366,75,192,59,31,8,1,346,154,76,0,0,149,204,13
"Gadsden, AL",23460,2020,276,239,37,0,0,0,0,93,53,36,0,0,191,85,0
"Gainesville, FL",23540,2020,366,274,91,1,0,0,0,105,56,42,0,0,100,266,0
"Gainesville, GA",23580,2020,360,221,139,0,0,0,0,99,60,44,0,0,0,360,0
"Gardnerville Ranchos, NV",23820,2020,366,286,63,6,7,4,0,274,64,22,0,0,0,366,0
"Gettysburg, PA",23900,2020,366,280,86,0,0,0,0,88,58,42,0,0,220,146,0
"Gillette, WY",23940,2020,366,247,116,3,0,0,0,124,68,44,0,1,195,4,166
"Glenwood Springs, CO",24060,2020,366,232,129,5,0,0,0,150,75,48,0,0,346,19,1
"Grand Island, NE",24260,2020,338,296,42,0,0,0,0,87,53,26,0,0,0,338,0
"Grand Junction, CO",24300,2020,366,262,101,3,0,0,0,108,64,44,0,0,255,110,1
"Grand Rapids-Wyoming, MI",24340,2020,366,265,93,7,1,0,0,154,63,39,0,5,216,145,0
"Grants Pass, OR",24420,2020,366,228,112,4,14,1,7,763,76,35,0,0,0,366,0
"Great Falls, MT",24500,2020,359,314,42,3,0,0,0,115,54,24,0,0,0,359,0
"Greeley, CO",24540,2020,366,166,187,13,0,0,0,140,84,52,0,1,223,142,0
"Green Bay, WI",24580,2020,366,259,106,1,0,0,0,119,61,39,0,0,135,231,0
"Greenfield Town, MA",24640,2020,365,246,119,0,0,0,0,96,60,43,0,0,110,255,0
"Greensboro-High Point, NC",24660,2020,366,288,78,0,0,0,0,88,55,40,0,0,153,209,4
"Greenville, NC",24780,2020,361,313,48,0,0,0,0,95,52,36,0,0,152,209,0
"Greenville-Anderson-Mauldin, SC",24860,2020,366,233,132,1,0,0,0,116,60,45,0,0,147,219,0
"Guayama, PR",25020,2020,34,26,8,0,0,0,0,82,63,31,0,0,0,34,0
"Gulfport-Biloxi-Pascagoula, MS",25060,2020,357,153,203,1,0,0,0,101,65,52,0,1,52,304,0
"Hagerstown-Martinsburg, MD-WV",25180,2020,362,276,86,0,0,0,0,95,57,41,0,0,164,198,0
"Hailey, ID",25200,2020,365,323,34,6,2,0,0,172,53,19,0,0,0,365,0
"Hammond, LA",25220,2020,121,88,33,0,0,0,0,68,56,34,0,0,0,121,0
"Hanford-Corcoran, CA",25260,2020,366,76,220,54,13,2,1,548,124,70,0,0,118,199,49
"Harrisburg-Carlisle, PA",25420,2020,366,210,153,3,0,0,0,137,66,48,0,0,110,256,0
"Harrison, AR",25460,2020,364,352,12,0,0,0,0,84,46,35,0,0,343,21,0
"Harrisonburg, VA",25500,2020,363,344,19,0,0,0,0,77,46,33,0,93,212,58,0
"Hartford-West Hartford-East Hartford, CT",25540,2020,366,245,119,2,0,0,0,129,63,43,0,10,165,191,0
"Hattiesburg, MS",25620,2020,361,196,165,0,0,0,0,97,63,48,0,0,0,361,0
"Helena, MT",25740,2020,366,277,84,1,4,0,0,168,60,42,0,0,230,136,0
"Hermiston-Pendleton, OR",25840,2020,366,273,85,0,1,2,5,738,60,38,0,0,113,253,0
"Hickory-Lenoir-Morganton, NC",25860,2020,362,251,111,0,0,0,0,95,58,44,0,0,92,269,1
"Hilo, HI",25900,2020,366,352,14,0,0,0,0,83,41,23,0,0,0,366,0
"Hobbs, NM",26020,2020,366,310,56,0,0,0,0,79,54,40,0,5,282,79,0
"Holland, MI",26090,2020,359,275,78,6,0,0,0,136,58,37,0,0,202,157,0
"Homosassa Springs, FL",26140,2020,359,241,117,1,0,0,0,125,59,43,0,0,0,359,0
"Hot Springs, AR",26300,2020,121,79,42,0,0,0,0,85,58,39,0,0,0,121,0
"Houghton, MI",26340,2020,117,116,0,1,0,0,0,124,32,13,0,0,0,117,0
"Houma-Thibodaux, LA",26380,2020,366,212,153,1,0,0,0,115,61,48,0,0,71,295,0
"Houston-The Woodlands-Sugar Land, TX",26420,2020,366,98,244,21,3,0,0,190,90,57,0,4,107,254,1
"Huntington-Ashland, WV-KY-OH",26580,2020,366,263,103,0,0,0,0,100,58,43,0,2,111,253,0
"Huntsville, AL",26620,2020,364,210,154,0,0,0,0,89,59,47,0,0,72,288,4
"Idaho Falls, ID",26820,2020,366,291,70,1,4,0,0,155,59,41,0,0,259,107,0
"Indiana, PA",26860,2020,351,320,30,1,0,0,0,112,49,37,0,0,315,36,0
"Indianapolis-Carmel-Anderson, IN",26900,2020,366,106,253,7,0,0,0,144,73,56,0,0,68,297,1
"Iowa City, IA",26980,2020,362,207,154,1,0,0,0,105,63,47,0,0,0,362,0
"Ithaca, NY",27060,2020,364,359,5,0,0,0,0,64,44,34,0,0,364,0,0
"Jackson, MS",27140,2020,366,152,213,1,0,0,0,114,66,53,0,0,36,330,0
"Jackson, TN",27180,2020,354,304,49,1,0,0,0,108,53,33,0,0,0,354,0
"Jackson, WY-ID",27220,2020,366,312,42,7,5,0,0,165,57,43,0,0,315,51,0
"Jacksonville, FL",27260,2020,366,158,205,3,0,0,0,140,63,52,0,0,41,325,0
"Jamestown-Dunkirk-Fredonia, NY",27460,2020,363,332,31,0,0,0,0,93,49,36,0,0,337,26,0
"Janesville-Beloit, WI",27500,2020,210,192,15,3,0,0,0,105,49,38,0,0,210,0,0
"Jasper, IN",27540,2020,123,78,45,0,0,0,0,71,59,44,0,0,0,121,2
"Jefferson City, MO",27620,2020,245,234,11,0,0,0,0,87,45,35,0,0,245,0,0
"Johnstown, PA",27780,2020,366,228,138,0,0,0,0,90,60,44,1,0,107,258,0
"Joplin, MO",27900,2020,366,320,46,0,0,0,0,82,52,35,0,0,212,0,154
"Juneau, AK",27940,2020,361,320,40,1,0,0,0,101,52,19,0,0,0,336,25
"Kahului-Wailuku-Lahaina, HI",27980,2020,349,343,6,0,0,0,0,61,31,21,0,0,0,349,0
"Kalamazoo-Portage, MI",28020,2020,323,239,78,6,0,0,0,115,61,41,0,0,149,174,0
"Kalispell, MT",28060,2020,366,286,72,3,4,1,0,206,59,37,0,0,219,124,23
"Kansas City, MO-KS",28140,2020,366,126,235,4,1,0,0,159,73,54,0,3,62,277,24
"Kapaa, HI",28180,2020,365,361,4,0,0,0,0,52,32,15,0,69,0,296,0
"Keene, NH",28300,2020,366,299,67,0,0,0,0,78,55,37,0,0,173,193,0
"Kennewick-Richland, WA",28420,2020,366,283,71,3,3,1,5,954,58,36,0,0,107,210,49
"Killeen-Temple, TX",28660,2020,366,236,129,1,0,0,0,135,63,44,0,0,193,173,0
"Kingsport-Bristol-Bristol, TN-VA",28700,2020,366,308,58,0,0,0,0,80,53,37,0,0,156,210,0
"Kingsville, TX",28780,2020,330,181,143,4,2,0,0,174,70,46,0,0,0,330,0
"Kinston, NC",28820,2020,296,290,6,0,0,0,0,58,45,32,0,0,238,0,58
"Klamath Falls, OR",28900,2020,366,172,148,23,20,1,2,763,124,52,0,0,0,364,2
"Knoxville, TN",28940,2020,366,211,155,0,0,0,0,97,62,47,0,0,148,218,0
"Kokomo, IN",29020,2020,366,266,99,1,0,0,0,108,58,42,0,0,207,159,0
"La Crosse-Onalaska, WI-MN",29100,2020,364,255,109,0,0,0,0,93,59,42,0,0,128,236,0
"La Grande, OR",29260,2020,366,300,57,1,4,3,1,326,56,27,0,0,0,366,0
"Laconia, NH",29060,2020,361,344,17,0,0,0,0,65,45,32,0,0,171,190,0
"Lafayette, LA",29180,2020,365,204,160,1,0,0,0,120,64,46,0,0,145,220,0
"Lafayette-West Lafayette, IN",29200,2020,366,179,187,0,0,0,0,100,62,51,0,0,114,252,0
"Lake Charles, LA",29340,2020,349,179,169,1,0,0,0,116,64,49,0,2,96,251,0
"Lake City, FL",29380,2020,311,197,111,1,2,0,0,160,61,44,0,0,38,273,0
"Lake Havasu City-Kingman, AZ",29420,2020,358,348,9,1,0,0,0,116,36,19,0,0,0,51,307
"Lakeland-Winter Haven, FL",29460,2020,365,252,113,0,0,0,0,87,59,42,0,0,105,258,2
"Lancaster, PA",29540,2020,366,177,184,4,1,0,0,153,66,51,0,0,91,274,1
"Lansing-East Lansing, MI",29620,2020,366,296,69,0,1,0,0,151,56,37,0,7,203,156,0
"Laramie, WY",29660,2020,366,251,106,7,2,0,0,187,71,46,0,0,285,13,68
"Laredo, TX",29700,2020,366,217,146,2,1,0,0,163,68,47,0,0,97,269,0
"Las Cruces, NM",29740,2020,366,144,201,15,3,1,2,389,88,54,0,5,209,82,70
"Las Vegas-Henderson-Paradise, NV",29820,2020,366,92,249,22,3,0,0,174,93,65,0,6,205,145,10
"Lawrenceburg, TN",29980,2020,359,325,34,0,0,0,0,75,49,26,0,0,0,359,0
"Lawton, OK",30020,2020,366,262,103,1,0,0,0,107,60,44,0,0,172,194,0
"Lebanon, PA",30140,2020,170,116,53,1,0,0,0,115,60,41,0,0,1,169,0
"Lewiston, ID-WA",30300,2020,366,236,118,5,0,6,1,475,68,40,0,0,0,366,0
"Lewiston-Auburn, ME",30340,2020,360,327,33,0,0,0,0,70,49,34,0,0,141,217,2
"Lexington-Fayette, KY",30460,2020,366,255,111,0,0,0,0,86,57,43,0,5,120,241,0
"Lima, OH",30620,2020,360,289,70,1,0,0,0,105,57,40,0,0,202,158,0
"Lincoln, NE",30700,2020,282,261,21,0,0,0,0,77,48,35,0,0,204,78,0
"Little Rock-North Little Rock-Conway, AR",30780,2020,366,186,178,2,0,0,0,132,64,50,0,3,68,295,0
"Logan, UT-ID",30860,2020,366,205,152,5,4,0,0,162,72,48,0,0,170,179,17
"Longview, TX",30980,2020,363,357,6,0,0,0,0,74,44,31,0,10,353,0,0
"Longview, WA",31020,2020,366,331,26,1,3,5,0,282,50,21,0,0,0,366,0
"Los Alamos, NM",31060,2020,117,113,4,0,0,0,0,58,25,13,0,0,0,117,0
"Los Angeles-Long Beach-Anaheim, CA",31080,2020,366,35,189,79,46,17,0,250,166,85,0,9,181,174,2
"Louisville/Jefferson County, KY-IN",31140,2020,366,144,215,7,0,0,0,143,66,53,0,2,94,270,0
"Lubbock, TX",31180,2020,352,311,41,0,0,0,0,83,52,26,0,0,0,352,0
"Ludington, MI",31220,2020,251,229,20,1,1,0,0,159,49,37,0,0,251,0,0
"Lynchburg, VA",31340,2020,110,99,11,0,0,0,0,59,51,28,0,0,0,110,0
"Macon, GA",31420,2020,366,262,104,0,0,0,0,97,57,42,0,0,61,305,0
"Madera, CA",31460,2020,366,104,209,34,15,4,0,275,113,64,0,0,173,174,19
"Madison, WI",31540,2020,366,221,140,5,0,0,0,115,64,45,0,0,111,255,0
"Manchester-Nashua, NH",31700,2020,366,351,15,0,0,0,0,90,46,37,0,0,337,29,0
"Manitowoc, WI",31820,2020,192,169,19,4,0,0,0,136,58,36,0,0,192,0,0
"Marietta, OH",31930,2020,245,233,11,1,0,0,0,108,48,38,0,0,245,0,0
"Marshall, MN",32140,2020,360,309,51,0,0,0,0,80,54,35,0,0,167,193,0
"Marshall, TX",32220,2020,363,264,99,0,0,0,0,100,57,40,0,0,108,255,0
"Mason City, IA",32380,2020,122,120,2,0,0,0,0,60,37,18,0,0,0,0,122
"Mayaguez, PR",32420,2020,319,266,49,1,1,1,1,396,57,22,0,0,125,194,0
"McAlester, OK",32540,2020,366,230,135,1,0,0,0,141,60,44,0,0,138,228,0
"McAllen-Edinburg-Mission, TX",32580,2020,366,222,139,3,2,0,0,157,69,44,0,0,78,288,0
"Medford, OR",32780,2020,366,218,133,2,4,3,6,900,73,44,0,0,116,250,0
"Memphis, TN-MS-AR",32820,2020,366,140,222,3,1,0,0,153,67,53,0,2,70,294,0
"Merced, CA",32900,2020,366,131,203,17,15,0,0,194,96,57,0,0,164,201,1
"Meridian, MS",32940,2020,252,252,0,0,0,0,0,50,42,31,0,0,252,0,0
"Miami, OK",33060,2020,352,202,148,1,1,0,0,154,65,46,0,0,44,287,21
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2020,366,162,202,2,0,0,0,142,66,52,0,1,43,318,4
"Michigan City-La Porte, IN",33140,2020,366,291,68,6,1,0,0,154,63,38,0,0,309,57,0
"Middlesborough, KY",33180,2020,263,242,21,0,0,0,0,74,48,34,0,0,215,48,0
"Milwaukee-Waukesha-West Allis, WI",33340,2020,366,192,167,6,1,0,0,169,73,48,0,3,132,231,0
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,366,186,177,2,1,0,0,163,66,50,0,2,72,250,42
"Minot, ND",33500,2020,366,344,22,0,0,0,0,73,44,35,0,1,253,112,0
"Missoula, MT",33540,2020,366,155,192,13,6,0,0,185,85,54,0,0,96,270,0
"Mobile, AL",33660,2020,348,188,160,0,0,0,0,78,62,49,0,0,84,264,0
"Modesto, CA",33700,2020,366,131,198,21,16,0,0,195,102,60,0,1,169,182,14
"Monroe, LA",33740,2020,362,324,37,1,0,0,0,111,51,34,0,0,289,73,0
"Monroe, MI",33780,2020,61,58,3,0,0,0,0,66,40,17,0,0,0,0,61
"Montgomery, AL",33860,2020,361,70,289,2,0,0,0,116,70,58,0,0,18,343,0
"Morehead City, NC",33980,2020,362,359,3,0,0,0,0,61,43,34,0,0,362,0,0
"Morgantown, WV",34060,2020,274,248,26,0,0,0,0,90,50,39,0,0,213,61,0
"Morristown, TN",34100,2020,240,232,8,0,0,0,0,74,48,37,0,0,240,0,0
"Moscow, ID",34140,2020,361,319,35,0,1,4,2,415,52,21,0,0,0,361,0
"Moses Lake, WA",34180,2020,366,325,31,2,4,3,1,316,52,21,0,0,0,366,0
"Mount Vernon, IL",34500,2020,353,223,129,1,0,0,0,118,61,46,0,0,94,259,0
"Mount Vernon, OH",34540,2020,245,226,19,0,0,0,0,80,49,38,0,0,245,0,0
"Mount Vernon-Anacortes, WA",34580,2020,272,266,6,0,0,0,0,57,39,21,0,0,17,255,0
"Muncie, IN",34620,2020,365,303,62,0,0,0,0,97,55,35,0,0,291,74,0
"Muscatine, IA",34700,2020,366,245,120,1,0,0,0,124,59,40,0,0,0,366,0
"Muskegon, MI",34740,2020,248,210,32,6,0,0,0,143,64,37,0,0,248,0,0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2020,214,214,0,0,0,0,0,50,44,32,0,0,214,0,0
"Napa, CA",34900,2020,365,259,91,7,7,1,0,224,66,39,3,0,163,199,0
"Naples-Immokalee-Marco Island, FL",34940,2020,364,267,97,0,0,0,0,87,58,41,0,0,73,291,0
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,366,178,186,2,0,0,0,121,62,51,0,3,83,280,0
"New Castle, IN",35220,2020,118,87,31,0,0,0,0,67,57,39,0,0,0,118,0
"New Castle, PA",35260,2020,363,354,9,0,0,0,0,93,43,31,0,0,363,0,0
"New Haven-Milford, CT",35300,2020,366,210,143,11,2,0,0,174,77,46,1,7,158,198,2
"New Orleans-Metairie, LA",35380,2020,366,199,167,0,0,0,0,90,64,48,0,2,127,237,0
"New York-Newark-Jersey City, NY-NJ-PA",35620,2020,366,131,224,11,0,0,0,140,80,54,0,13,113,240,0
"Niles-Benton Harbor, MI",35660,2020,258,217,34,7,0,0,0,150,61,38,0,0,258,0,0
"Nogales, AZ",35700,2020,360,208,147,4,1,0,0,170,71,44,0,0,0,303,57
"North Port-Sarasota-Bradenton, FL",35840,2020,366,244,122,0,0,0,0,97,60,44,0,0,95,271,0
"Norwich-New London, CT",35980,2020,365,274,87,3,1,0,0,172,61,41,0,0,149,216,0
"Ocala, FL",36100,2020,366,229,137,0,0,0,0,100,59,46,0,0,66,300,0
"Odessa, TX",36220,2020,346,271,75,0,0,0,0,96,57,36,0,0,0,346,0
"Ogden-Clearfield, UT",36260,2020,366,190,160,15,1,0,0,157,84,50,0,22,205,137,2
"Oklahoma City, OK",36420,2020,366,134,227,5,0,0,0,121,73,53,0,2,104,258,2
"Olympia-Tumwater, WA",36500,2020,366,316,43,0,3,4,0,242,53,28,0,0,118,248,0
"Omaha-Council Bluffs, NE-IA",36540,2020,366,223,141,1,1,0,0,157,61,47,0,0,106,248,12
"Orlando-Kissimmee-Sanford, FL",36740,2020,366,281,85,0,0,0,0,93,56,41,0,0,162,202,2
"Othello, WA",36830,2020,364,345,11,0,5,3,0,266,43,17,0,0,0,364,0
"Owensboro, KY",36980,2020,366,254,111,1,0,0,0,105,59,43,0,1,131,234,0
"Oxford, NC",37080,2020,238,237,1,0,0,0,0,51,46,36,0,0,238,0,0
"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,366,185,155,21,5,0,0,174,90,50,0,0,239,119,8
"Paducah, KY-IL",37140,2020,366,239,125,2,0,0,0,111,63,44,0,3,112,251,0
"Pahrump, NV",37220,2020,366,343,20,1,2,0,0,200,40,21,0,0,0,0,366
"Palatka, FL",37260,2020,366,365,1,0,0,0,0,67,27,14,0,0,0,0,366
"Palm Bay-Melbourne-Titusville, FL",37340,2020,366,265,101,0,0,0,0,85,57,43,0,0,142,224,0
"Panama City, FL",37460,2020,363,210,151,2,0,0,0,146,62,47,0,0,92,271,0
"Parkersburg-Vienna, WV",37620,2020,283,250,33,0,0,0,0,80,52,37,0,0,203,80,0
"Payson, AZ",37740,2020,366,256,99,8,3,0,0,174,74,44,0,0,338,1,27
"Pensacola-Ferry Pass-Brent, FL",37860,2020,366,163,203,0,0,0,0,86,63,52,0,0,69,297,0
