CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
"Medford, OR",32780,2019,365,249,109,3,4,0,0,190,64,41,0,0,123,242,0
"Memphis, TN-MS-AR",32820,2019,365,129,231,5,0,0,0,148,70,53,0,2,115,248,0
"Merced, CA",32900,2019,365,176,182,7,0,0,0,119,80,51,0,0,202,161,2
"Meridian, MS",32940,2019,245,229,16,0,0,0,0,77,49,36,0,0,245,0,0
"Miami, OK",33060,2019,363,222,140,1,0,0,0,104,62,45,0,0,57,277,29
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2019,364,180,182,2,0,0,0,146,61,51,1,1,46,315,1
"Michigan City-La Porte, IN",33140,2019,364,296,64,4,0,0,0,126,64,37,0,0,317,47,0
"Middlesborough, KY",33180,2019,263,238,25,0,0,0,0,77,50,40,0,0,222,41,0
"Milwaukee-Waukesha-West Allis, WI",33340,2019,365,193,169,3,0,0,0,115,69,49,0,4,112,247,2
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2019,365,159,205,1,0,0,0,122,70,52,0,0,72,225,68
"Minot, ND",33500,2019,364,336,28,0,0,0,0,87,46,31,0,5,217,138,4
"Missoula, MT",33540,2019,365,173,188,3,1,0,0,153,78,52,0,0,0,364,1
"Mobile, AL",33660,2019,354,169,185,0,0,0,0,82,64,52,0,0,73,281,0
"Modesto, CA",33700,2019,365,168,174,22,1,0,0,177,92,52,0,0,208,147,10
"Monroe, LA",33740,2019,363,310,53,0,0,0,0,71,52,36,0,0,300,63,0
"Monroe, MI",33780,2019,61,57,4,0,0,0,0,76,46,16,0,0,0,0,61
"Montgomery, AL",33860,2019,365,84,280,1,0,0,0,122,71,57,0,0,20,344,1
"Morehead City, NC",33980,2019,259,239,20,0,0,0,0,80,50,37,0,0,259,0,0
"Morgantown, WV",34060,2019,277,237,40,0,0,0,0,74,54,41,0,0,200,77,0
"Morristown, TN",34100,2019,234,197,37,0,0,0,0,93,58,44,0,0,234,0,0
"Moscow, ID",34140,2019,350,343,7,0,0,0,0,55,35,14,0,0,0,350,0
"Moses Lake, WA",34180,2019,365,306,59,0,0,0,0,71,54,24,0,0,0,365,0
"Mount Vernon, IL",34500,2019,344,204,139,1,0,0,0,105,61,47,0,0,137,207,0
"Mount Vernon, OH",34540,2019,245,218,27,0,0,0,0,93,51,41,0,0,245,0,0
"Mount Vernon-Anacortes, WA",34580,2019,365,340,25,0,0,0,0,59,46,29,0,0,63,302,0
"Muncie, IN",34620,2019,352,299,53,0,0,0,0,71,56,36,0,0,272,80,0
"Muscatine, IA",34700,2019,365,238,127,0,0,0,0,93,61,42,0,0,0,365,0
"Muskegon, MI",34740,2019,262,236,25,1,0,0,0,133,50,38,0,0,262,0,0
"Muskogee, OK",34780,2019,134,117,15,1,1,0,0,169,57,18,0,0,0,0,134
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2019,101,99,2,0,0,0,0,77,44,35,0,0,101,0,0
"Napa, CA",34900,2019,363,295,66,2,0,0,0,119,54,37,2,0,211,150,0
"Naples-Immokalee-Marco Island, FL",34940,2019,362,291,71,0,0,0,0,90,54,40,0,0,111,251,0
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2019,365,142,222,1,0,0,0,101,67,53,0,10,95,260,0
"New Castle, IN",35220,2019,119,81,38,0,0,0,0,67,58,37,0,0,0,119,0
"New Castle, PA",35260,2019,361,356,5,0,0,0,0,74,43,31,0,0,361,0,0
"New Haven-Milford, CT",35300,2019,365,228,123,12,2,0,0,159,70,44,0,3,181,180,1
"New Orleans-Metairie, LA",35380,2019,365,147,217,1,0,0,0,112,70,53,0,0,107,258,0
"New York-Newark-Jersey City, NY-NJ-PA",35620,2019,365,91,258,16,0,0,0,150,89,56,0,30,92,243,0
"Niles-Benton Harbor, MI",35660,2019,260,232,26,2,0,0,0,112,51,39,0,0,260,0,0
"Nogales, AZ",35700,2019,362,250,110,2,0,0,0,120,67,39,0,0,0,323,39
"North Port-Sarasota-Bradenton, FL",35840,2019,365,260,103,2,0,0,0,108,60,44,0,0,140,225,0
"Norwich-New London, CT",35980,2019,364,295,62,7,0,0,0,129,56,40,0,0,161,203,0
"Ocala, FL",36100,2019,365,244,121,0,0,0,0,88,58,44,0,0,111,254,0
"Odessa, TX",36220,2019,354,251,103,0,0,0,0,82,56,38,0,0,0,354,0
"Ogden-Clearfield, UT",36260,2019,365,212,145,8,0,0,0,121,77,48,0,17,258,90,0
"Oklahoma City, OK",36420,2019,365,129,234,2,0,0,0,119,74,54,0,2,123,239,1
"Olympia-Tumwater, WA",36500,2019,365,290,75,0,0,0,0,74,58,33,0,0,134,231,0
"Omaha-Council Bluffs, NE-IA",36540,2019,365,231,134,0,0,0,0,97,64,46,0,0,122,237,6
"Orlando-Kissimmee-Sanford, FL",36740,2019,365,265,94,6,0,0,0,122,61,42,0,0,188,177,0
"Othello, WA",36830,2019,360,339,21,0,0,0,0,89,42,17,0,0,0,360,0
"Owensboro, KY",36980,2019,364,218,145,1,0,0,0,101,63,47,0,0,144,220,0
"Oxford, NC",37080,2019,240,195,45,0,0,0,0,87,64,44,0,0,240,0,0
"Oxnard-Thousand Oaks-Ventura, CA",37100,2019,365,175,181,9,0,0,0,126,77,51,0,3,226,127,9
"Paducah, KY-IL",37140,2019,364,188,176,0,0,0,0,97,64,50,0,2,112,249,1
"Pahrump, NV",37220,2019,365,352,12,1,0,0,0,146,31,15,0,0,0,0,365
"Palatka, FL",37260,2019,351,346,5,0,0,0,0,54,29,17,0,0,0,0,351
"Palm Bay-Melbourne-Titusville, FL",37340,2019,351,308,43,0,0,0,0,90,51,39,0,0,223,128,0
"Panama City, FL",37460,2019,357,240,117,0,0,0,0,87,59,44,0,0,108,249,0
"Parkersburg-Vienna, WV",37620,2019,277,231,46,0,0,0,0,87,56,40,0,0,211,66,0
"Payson, AZ",37740,2019,365,210,139,16,0,0,0,146,87,48,0,0,349,1,15
"Pensacola-Ferry Pass-Brent, FL",37860,2019,365,204,160,1,0,0,0,101,65,47,0,0,108,257,0
"Peoria, IL",37900,2019,364,236,126,2,0,0,0,101,62,44,0,0,153,211,0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2019,365,113,236,16,0,0,0,150,84,56,0,4,103,258,0
"Phoenix-Mesa-Scottsdale, AZ",38060,2019,365,37,274,42,2,3,7,929,108,74,0,2,157,94,112
"Pierre, SD",38180,2019,356,338,18,0,0,0,0,69,37,14,0,0,0,356,0
"Pittsburgh, PA",38300,2019,365,58,295,8,4,0,0,165,82,61,0,0,48,317,0
"Pittsfield, MA",38340,2019,364,266,98,0,0,0,0,87,57,41,0,0,151,213,0
"Platteville, WI",38420,2019,365,255,109,1,0,0,0,104,62,39,0,0,0,365,0
"Pocatello, ID",38540,2019,365,330,35,0,0,0,0,64,50,24,0,0,0,265,100
"Ponca City, OK",38620,2019,365,206,158,1,0,0,0,106,61,47,0,0,69,296,0
"Ponce, PR",38660,2019,351,204,141,6,0,0,0,136,69,43,9,0,0,274,68
"Port Angeles, WA",38820,2019,365,285,80,0,0,0,0,73,56,38,0,0,166,199,0
"Port St. Lucie, FL",38940,2019,353,289,64,0,0,0,0,85,54,41,0,0,130,223,0
"Portland-South Portland, ME",38860,2019,365,207,157,1,0,0,0,115,59,48,0,0,76,286,3
"Portland-Vancouver-Hillsboro, OR-WA",38900,2019,365,245,117,3,0,0,0,128,68,43,0,3,156,206,0
"Portsmouth, OH",39020,2019,365,337,28,0,0,0,0,78,44,14,0,0,0,111,254
"Prescott, AZ",39140,2019,357,298,59,0,0,0,0,87,54,43,0,0,355,2,0
"Price, UT",39220,2019,365,265,99,1,0,0,0,108,64,46,0,4,361,0,0
"Prineville, OR",39260,2019,365,266,98,1,0,0,0,103,63,30,0,0,0,365,0
"Providence-Warwick, RI-MA",39300,2019,365,203,160,2,0,0,0,126,62,48,0,2,161,202,0
"Provo-Orem, UT",39340,2019,365,217,147,1,0,0,0,107,70,48,0,4,267,93,1
"Pueblo, CO",39380,2019,126,125,1,0,0,0,0,68,40,26,0,0,0,102,24
"Pullman, WA",39420,2019,365,324,41,0,0,0,0,71,51,24,0,0,0,365,0
"Quincy, IL-MO",39500,2019,241,208,33,0,0,0,0,93,54,41,0,0,241,0,0
"Racine, WI",39540,2019,203,174,28,1,0,0,0,115,58,39,0,0,203,0,0
"Raleigh, NC",39580,2019,365,134,231,0,0,0,0,93,64,53,1,1,87,276,0
"Rapid City, SD",39660,2019,365,264,97,4,0,0,0,117,62,44,0,0,220,51,94
"Reading, PA",39740,2019,365,230,129,5,1,0,0,170,67,44,0,0,167,198,0
"Red Bluff, CA",39780,2019,365,263,102,0,0,0,0,93,64,43,0,0,299,66,0
"Red Wing, MN",39860,2019,216,203,13,0,0,0,0,97,48,37,0,0,216,0,0
"Redding, CA",39820,2019,364,306,58,0,0,0,0,100,54,42,0,0,349,13,2
"Reno, NV",39900,2019,365,214,151,0,0,0,0,97,64,48,0,2,273,87,3
"Richmond, VA",40060,2019,365,218,147,0,0,0,0,100,64,47,0,12,173,180,0
"Riverside-San Bernardino-Ontario, CA",40140,2019,365,20,200,79,58,8,0,213,172,89,0,1,205,127,32
"Riverton, WY",40180,2019,365,291,73,1,0,0,0,122,60,45,0,0,335,30,0
"Roanoke Rapids, NC",40260,2019,153,102,51,0,0,0,0,74,56,43,0,11,0,142,0
"Roanoke, VA",40220,2019,365,278,87,0,0,0,0,71,55,42,0,47,142,176,0
"Rochester, MN",40340,2019,364,271,93,0,0,0,0,86,60,40,0,0,137,227,0
"Rochester, NY",40380,2019,365,268,97,0,0,0,0,90,58,42,0,0,155,210,0
"Rock Springs, WY",40540,2019,365,258,104,3,0,0,0,133,64,46,0,3,318,9,35
"Rockford, IL",40420,2019,341,182,158,1,0,0,0,102,66,49,0,0,108,233,0
"Rockland, ME",40500,2019,213,204,9,0,0,0,0,84,47,36,0,0,213,0,0
"Rocky Mount, NC",40580,2019,363,275,88,0,0,0,0,71,55,40,0,0,136,227,0
"Rome, GA",40660,2019,363,140,223,0,0,0,0,90,66,54,0,0,0,363,0
"Roseburg, OR",40700,2019,347,256,91,0,0,0,0,82,64,32,0,0,0,347,0
"Roswell, NM",40740,2019,118,113,5,0,0,0,0,58,42,21,0,0,0,118,0
"Ruidoso, NM",40760,2019,107,107,0,0,0,0,0,42,28,13,0,0,0,107,0
"Rutland, VT",40860,2019,365,281,84,0,0,0,0,89,58,40,0,1,160,203,1
"Sacramento--Roseville--Arden-Arcade, CA",40900,2019,365,137,208,20,0,0,0,140,90,55,0,1,197,161,6
"Salem, OH",41400,2019,62,62,0,0,0,0,0,26,22,12,0,0,0,0,62
"Salem, OR",41420,2019,356,262,94,0,0,0,0,93,63,37,0,0,108,248,0
"Salinas, CA",41500,2019,365,303,61,1,0,0,0,144,54,39,2,0,228,127,8
"Salisbury, MD-DE",41540,2019,365,251,114,0,0,0,0,93,61,44,0,0,205,160,0
"Salt Lake City, UT",41620,2019,365,127,220,18,0,0,0,136,90,58,0,21,227,113,4
"San Antonio-New Braunfels, TX",41700,2019,365,117,242,5,1,0,0,175,74,55,0,0,93,271,1
"San Diego-Carlsbad, CA",41740,2019,365,38,302,23,2,0,0,169,93,66,0,1,133,228,3
"San Francisco-Oakland-Hayward, CA",41860,2019,365,177,179,9,0,0,0,150,69,51,0,8,98,259,0
"San Jose-Sunnyvale-Santa Clara, CA",41940,2019,365,203,158,4,0,0,0,136,70,48,0,0,154,208,3
"San Juan-Carolina-Caguas, PR",41980,2019,365,176,170,18,1,0,0,173,92,51,22,58,10,260,15
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,2019,365,196,166,3,0,0,0,108,74,49,0,0,239,109,17
"Sandpoint, ID",41760,2019,365,291,73,1,0,0,0,115,60,27,0,0,0,298,67
"Santa Cruz-Watsonville, CA",42100,2019,365,291,74,0,0,0,0,74,54,39,0,0,166,199,0
"Santa Fe, NM",42140,2019,362,273,88,1,0,0,0,101,67,44,0,0,349,13,0
"Santa Maria-Santa Barbara, CA",42200,2019,365,242,122,1,0,0,0,105,63,45,0,0,228,128,9
"Santa Rosa, CA",42220,2019,365,318,47,0,0,0,0,87,52,36,0,1,202,155,7
"Sault Ste. Marie, MI",42300,2019,58,42,16,0,0,0,0,66,56,43,0,0,0,58,0
"Savannah, GA",42340,2019,335,204,131,0,0,0,0,87,60,46,0,0,70,265,0
"Sayre, PA",42380,2019,352,273,79,0,0,0,0,78,58,41,0,0,157,195,0
"Scottsbluff, NE",42420,2019,113,107,6,0,0,0,0,74,45,25,0,0,0,113,0
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2019,365,306,59,0,0,0,0,87,54,39,0,11,243,111,0
"Seattle-Tacoma-Bellevue, WA",42660,2019,365,168,195,2,0,0,0,142,75,52,0,8,75,282,0
"Sebastian-Vero Beach, FL",42680,2019,335,324,11,0,0,0,0,90,47,36,0,0,335,0,0
"Sebring, FL",42700,2019,233,224,9,0,0,0,0,84,46,36,0,0,233,0,0
"Seneca, SC",42860,2019,307,241,66,0,0,0,0,74,55,37,0,0,69,238,0
"Sevierville, TN",42940,2019,364,287,77,0,0,0,0,90,61,44,0,0,364,0,0
"Seymour, IN",42980,2019,360,340,20,0,0,0,0,80,47,35,0,0,360,0,0
"Sheboygan, WI",43100,2019,206,180,24,2,0,0,0,108,61,38,0,0,206,0,0
"Shelton, WA",43220,2019,361,305,56,0,0,0,0,75,53,28,0,0,0,361,0
"Sheridan, WY",43260,2019,365,315,50,0,0,0,0,90,54,39,0,0,299,39,27
"Show Low, AZ",43320,2019,365,294,70,1,0,0,0,112,58,44,0,0,357,1,7
"Shreveport-Bossier City, LA",43340,2019,365,244,121,0,0,0,0,86,61,43,0,0,171,193,1
"Sierra Vista-Douglas, AZ",43420,2019,365,253,112,0,0,0,0,97,64,46,0,0,305,45,15
"Sioux City, IA-NE-SD",43580,2019,364,292,72,0,0,0,0,97,56,39,0,2,213,143,6
"Sioux Falls, SD",43620,2019,365,301,63,1,0,0,0,105,55,37,0,7,265,91,2
"Somerset, KY",43700,2019,282,251,31,0,0,0,0,67,52,41,0,0,202,80,0
"Somerset, PA",43740,2019,359,340,19,0,0,0,0,80,48,36,0,0,359,0,0
"Sonora, CA",43760,2019,358,273,83,2,0,0,0,108,67,43,0,0,358,0,0
"South Bend-Mishawaka, IN-MI",43780,2019,365,216,149,0,0,0,0,100,67,46,0,0,180,185,0
"Spartanburg, SC",43900,2019,348,206,140,2,0,0,0,105,61,45,0,0,63,285,0
"Spokane-Spokane Valley, WA",44060,2019,365,207,156,2,0,0,0,146,71,47,0,0,126,229,10
"Springfield, IL",44100,2019,360,222,138,0,0,0,0,87,61,45,0,0,122,238,0
"Springfield, MA",44140,2019,364,242,122,0,0,0,0,93,58,44,0,2,148,214,0
"Springfield, MO",44180,2019,365,262,103,0,0,0,0,77,57,43,0,0,143,208,14
"Springfield, OH",44220,2019,362,147,213,2,0,0,0,105,67,53,0,0,102,260,0
"St. Cloud, MN",41060,2019,344,290,54,0,0,0,0,94,55,34,0,0,194,150,0
"St. George, UT",41100,2019,365,283,82,0,0,0,0,93,61,45,0,0,332,33,0
"St. Joseph, MO-KS",41140,2019,365,218,147,0,0,0,0,84,62,47,0,0,118,235,12
"St. Louis, MO-IL",41180,2019,365,64,292,7,2,0,0,156,80,59,0,1,87,269,8
"St. Marys, PA",41260,2019,357,345,12,0,0,0,0,80,46,35,0,0,357,0,0
"State College, PA",44300,2019,365,192,173,0,0,0,0,99,66,49,0,0,120,245,0
"Steamboat Springs, CO",44460,2019,356,353,2,1,0,0,0,137,27,13,0,0,0,0,356
"Stockton-Lodi, CA",44700,2019,365,202,151,11,1,0,0,190,82,47,0,1,201,149,14
"Summerville, GA",44900,2019,244,231,13,0,0,0,0,71,48,40,0,0,244,0,0
"Syracuse, NY",45060,2019,365,301,64,0,0,0,0,77,55,39,0,0,226,139,0
"Tallahassee, FL",45220,2019,365,206,158,1,0,0,0,119,64,47,0,0,75,290,0
"Tampa-St. Petersburg-Clearwater, FL",45300,2019,365,177,183,5,0,0,0,126,70,51,0,0,104,260,1
"Taos, NM",45340,2019,358,315,43,0,0,0,0,73,53,21,0,0,0,358,0
"Terre Haute, IN",45460,2019,365,158,206,1,0,0,0,102,67,52,0,0,107,258,0
"Texarkana, TX-AR",45500,2019,349,171,177,1,0,0,0,109,62,51,0,0,0,349,0
"The Dalles, OR",45520,2019,350,262,88,0,0,0,0,89,62,31,0,0,0,350,0
"Toledo, OH",45780,2019,351,224,126,1,0,0,0,143,64,44,0,0,119,232,0
"Topeka, KS",45820,2019,365,216,148,0,1,0,0,161,63,45,0,0,128,237,0
"Torrington, CT",45860,2019,365,327,38,0,0,0,0,97,51,37,0,0,311,54,0
"Traverse City, MI",45900,2019,247,232,15,0,0,0,0,93,46,36,0,0,247,0,0
"Trenton, NJ",45940,2019,365,232,131,2,0,0,0,136,64,45,0,0,196,169,0
"Truckee-Grass Valley, CA",46020,2019,361,251,105,5,0,0,0,122,71,45,0,0,272,89,0
"Tucson, AZ",46060,2019,365,207,156,2,0,0,0,103,71,49,0,0,237,51,77
"Tulsa, OK",46140,2019,365,184,179,2,0,0,0,105,69,50,0,0,149,216,0
"Tupelo, MS",46180,2019,241,222,19,0,0,0,0,84,49,39,0,0,241,0,0
"Tuscaloosa, AL",46220,2019,264,217,47,0,0,0,0,87,54,39,0,0,173,91,0
"Twin Falls, ID",46300,2019,365,340,25,0,0,0,0,74,47,26,0,0,0,365,0
"Tyler, TX",46340,2019,364,326,37,1,0,0,0,133,51,36,0,4,360,0,0
"Ukiah, CA",46380,2019,361,290,71,0,0,0,0,80,54,36,0,0,155,199,7
"Urban Honolulu, HI",46520,2019,365,360,5,0,0,0,0,62,41,28,0,5,266,93,1
"Utica-Rome, NY",46540,2019,358,334,24,0,0,0,0,64,47,31,0,0,148,210,0
"Valdosta, GA",46660,2019,310,177,133,0,0,0,0,71,60,47,0,0,0,310,0
"Vallejo-Fairfield, CA",46700,2019,365,226,138,1,0,0,0,119,64,45,0,1,129,235,0
"Vernal, UT",46860,2019,365,157,186,17,4,1,0,205,87,54,0,0,342,23,0
"Victoria, TX",47020,2019,341,319,22,0,0,0,0,87,48,31,0,0,341,0,0
"Vincennes, IN",47180,2019,359,328,31,0,0,0,0,87,50,36,0,0,359,0,0
"Vineland-Bridgeton, NJ",47220,2019,361,254,104,3,0,0,0,105,61,44,0,1,204,156,0
"Vineyard Haven, MA",47240,2019,352,329,19,4,0,0,0,126,48,39,0,0,341,11,0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2019,365,275,90,0,0,0,0,97,56,43,0,19,176,170,0
"Visalia-Porterville, CA",47300,2019,365,98,186,78,2,1,0,280,122,67,0,0,210,136,19
"Wabash, IN",47340,2019,351,319,32,0,0,0,0,97,50,37,0,0,351,0,0
"Waco, TX",47380,2019,365,313,52,0,0,0,0,87,54,39,1,0,276,88,0
"Walla Walla, WA",47460,2019,365,284,81,0,0,0,0,94,58,28,0,0,0,282,83
"Walterboro, SC",47500,2019,7,7,0,0,0,0,0,41,41,26,0,0,0,7,0
"Warner Robins, GA",47580,2019,354,173,179,1,1,0,0,153,65,51,0,0,0,354,0
"Washington Court House, OH",47920,2019,355,332,23,0,0,0,0,74,48,38,0,0,355,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2019,365,161,193,10,1,0,0,159,80,52,0,9,162,194,0
"Waterloo-Cedar Falls, IA",47940,2019,363,234,129,0,0,0,0,90,65,43,0,0,126,237,0
"Watertown, SD",47980,2019,361,295,66,0,0,0,0,83,55,32,0,0,0,316,45
"Watertown-Fort Atkinson, WI",48020,2019,203,191,12,0,0,0,0,100,48,37,0,0,203,0,0
"Watertown-Fort Drum, NY",48060,2019,205,198,7,0,0,0,0,64,46,35,0,0,205,0,0
"Wausau, WI",48140,2019,205,196,9,0,0,0,0,84,47,34,0,0,205,0,0
"Weatherford, OK",48220,2019,236,235,1,0,0,0,0,58,26,14,0,0,0,0,236
"Weirton-Steubenville, WV-OH",48260,2019,365,134,229,2,0,0,0,123,67,54,0,0,50,313,2
"Wenatchee, WA",48300,2019,365,258,106,1,0,0,0,102,61,32,0,0,0,365,0
"Wheeling, WV-OH",48540,2019,365,293,72,0,0,0,0,80,58,39,5,77,194,89,0
"Whitewater-Elkhorn, WI",48580,2019,205,189,15,1,0,0,0,112,49,37,0,0,205,0,0
"Wichita, KS",48620,2019,365,261,104,0,0,0,0,97,61,43,0,4,205,149,7
"Williamsport, PA",48700,2019,361,322,39,0,0,0,0,77,51,37,0,0,269,92,0
"Williston, ND",48780,2019,362,324,38,0,0,0,0,77,51,34,0,0,263,97,2
"Wilmington, NC",48900,2019,348,305,43,0,0,0,0,80,53,37,0,0,209,139,0
"Wilmington, OH",48940,2019,244,203,41,0,0,0,0,100,58,43,0,0,244,0,0
"Winchester, VA-WV",49020,2019,365,277,88,0,0,0,0,96,55,42,0,0,136,229,0
"Winona, MN",49100,2019,115,102,13,0,0,0,0,65,52,21,0,0,0,115,0
"Winston-Salem, NC",49180,2019,365,161,204,0,0,0,0,97,67,52,0,4,105,256,0
"Worcester, MA-CT",49340,2019,365,237,127,1,0,0,0,105,60,45,0,3,139,223,0
"Yakima, WA",49420,2019,365,178,177,10,0,0,0,127,79,51,0,0,0,363,2
"York-Hanover, PA",49620,2019,365,232,133,0,0,0,0,94,60,44,0,17,160,188,0
"Youngstown-Warren-Boardman, OH-PA",49660,2019,365,194,171,0,0,0,0,100,64,50,0,0,124,241,0
"Yuba City, CA",49700,2019,365,200,163,2,0,0,0,110,71,48,0,0,200,159,6
"Yuma, AZ",49740,2019,365,226,136,3,0,0,0,129,67,47,0,0,214,120,31
"Aberdeen, SD",10100,2020,364,308,56,0,0,0,0,78,54,28,0,0,0,258,106
"Aberdeen, WA",10140,2020,366,330,28,1,2,5,0,242,50,27,0,0,0,366,0
"Adjuntas, PR",10260,2020,57,52,5,0,0,0,0,63,50,18,0,0,0,57,0
"Adrian, MI",10300,2020,366,248,116,2,0,0,0,122,61,42,0,0,134,232,0
"Akron, OH",10420,2020,361,190,167,4,0,0,0,114,64,49,0,0,89,272,0
"Albany, GA",10500,2020,366,194,170,2,0,0,0,114,65,49,0,0,0,366,0
"Albany, OR",10540,2020,366,245,110,0,0,3,8,853,67,36,0,0,0,366,0
"Albany-Schenectady-Troy, NY",10580,2020,365,235,127,3,0,0,0,143,60,43,0,0,121,244,0
"Albuquerque, NM",10740,2020,366,101,255,8,1,1,0,214,78,57,0,0,170,131,65
"Alexandria, LA",10780,2020,121,95,25,1,0,0,0,103,56,34,0,0,0,121,0
"Allentown-Bethlehem-Easton, PA-NJ",10900,2020,366,234,131,1,0,0,0,117,61,44,0,4,126,236,0
"Altoona, PA",11020,2020,360,262,98,0,0,0,0,87,60,43,0,0,162,198,0
"Amarillo, TX",11100,2020,366,267,99,0,0,0,0,90,64,43,0,0,306,60,0
"Americus, GA",11140,2020,240,237,3,0,0,0,0,64,44,32,0,0,240,0,0
"Anchorage, AK",11260,2020,366,281,84,1,0,0,0,103,57,29,3,0,0,283,80
"Ann Arbor, MI",11460,2020,366,236,124,5,1,0,0,160,61,43,0,0,150,216,0
"Appleton, WI",11540,2020,366,254,110,2,0,0,0,126,60,40,0,0,131,235,0
"Ardmore, OK",11620,2020,345,201,143,1,0,0,0,147,67,47,0,0,126,219,0
"Arkadelphia, AR",11660,2020,342,341,1,0,0,0,0,67,40,29,0,0,342,0,0
"Asheville, NC",11700,2020,364,307,57,0,0,0,0,97,54,41,0,0,203,161,0
"Ashtabula, OH",11780,2020,241,224,17,0,0,0,0,93,47,37,0,0,241,0,0
"Athens, OH",11900,2020,86,73,13,0,0,0,0,65,52,32,0,0,0,86,0
"Athens, TN",11940,2020,358,280,78,0,0,0,0,89,55,37,0,0,0,358,0
"Athens-Clarke County, GA",12020,2020,366,249,117,0,0,0,0,99,59,44,0,0,80,286,0
"Atlanta-Sandy Springs-Roswell, GA",12060,2020,366,151,212,3,0,0,0,125,69,53,0,2,66,298,0
"Atlantic City-Hammonton, NJ",12100,2020,359,286,73,0,0,0,0,90,55,37,0,0,170,189,0
"Augusta-Richmond County, GA-SC",12260,2020,366,166,199,1,0,0,0,115,64,52,0,0,55,311,0
"Augusta-Waterville, ME",12300,2020,230,221,9,0,0,0,0,67,45,35,0,4,188,38,0
"Austin-Round Rock, TX",12420,2020,366,182,182,1,1,0,0,154,66,51,0,3,95,267,1
"Bakersfield, CA",12540,2020,366,56,180,98,28,4,0,267,140,83,0,0,184,166,16
"Baltimore-Columbia-Towson, MD",12580,2020,365,232,130,3,0,0,0,119,62,46,0,10,152,203,0
"Bangor, ME",12620,2020,363,338,25,0,0,0,0,76,47,33,0,0,184,177,2
"Baraboo, WI",12660,2020,366,264,101,1,0,0,0,112,59,41,0,0,124,242,0
"Barnstable Town, MA",12700,2020,351,339,10,2,0,0,0,108,46,36,0,0,338,13,0
"Bartlesville, OK",12780,2020,344,232,111,1,0,0,0,101,60,43,0,0,145,199,0
"Baton Rouge, LA",12940,2020,366,176,184,6,0,0,0,136,70,51,0,1,98,267,0
"Bay City, MI",13020,2020,365,325,40,0,0,0,0,77,52,22,0,0,0,365,0
"Beaumont-Port Arthur, TX",13140,2020,363,196,165,2,0,0,0,122,68,48,0,0,132,231,0
"Beaver Dam, WI",13180,2020,366,247,117,2,0,0,0,136,61,42,0,0,168,196,2
"Bellingham, WA",13380,2020,366,341,16,2,4,3,0,237,44,24,0,0,120,246,0
"Bemidji, MN",13420,2020,359,318,41,0,0,0,0,76,51,30,0,0,0,359,0
"Bend-Redmond, OR",13460,2020,366,298,54,4,2,1,7,1099,61,23,0,0,0,366,0
"Bennington, VT",13540,2020,366,330,36,0,0,0,0,73,50,37,0,0,251,115,0
"Berlin, NH-VT",13620,2020,366,339,27,0,0,0,0,74,50,43,0,0,366,0,0
"Billings, MT",13740,2020,364,304,57,2,1,0,0,163,55,31,0,0,0,364,0
"Birmingham-Hoover, AL",13820,2020,366,119,244,3,0,0,0,129,70,54,0,0,58,308,0
"Bishop, CA",13860,2020,366,158,153,23,16,8,8,705,130,57,0,0,218,128,20
"Bismarck, ND",13900,2020,366,295,71,0,0,0,0,77,55,40,0,0,193,171,2
"Blacksburg-Christiansburg-Radford, VA",13980,2020,342,337,5,0,0,0,0,67,45,36,0,0,342,0,0
"Bloomington, IL",14010,2020,364,207,154,3,0,0,0,136,61,48,0,0,111,253,0
"Bloomington, IN",14020,2020,366,239,127,0,0,0,0,90,59,44,0,0,142,224,0
"Boise City, ID",14260,2020,366,142,203,10,10,1,0,223,80,54,0,1,96,264,5
"Boston-Cambridge-Newton, MA-NH",14460,2020,366,195,171,0,0,0,0,97,61,49,0,1,81,284,0
"Boulder, CO",14500,2020,366,173,172,19,2,0,0,181,84,51,0,0,213,152,1
"Bowling Green, KY",14540,2020,366,237,129,0,0,0,0,97,58,44,0,0,111,255,0
"Bozeman, MT",14580,2020,366,290,65,9,2,0,0,162,57,29,1,3,0,362,0
"Brainerd, MN",14660,2020,366,326,40,0,0,0,0,79,52,33,0,0,163,203,0
"Branson, MO",14700,2020,122,113,9,0,0,0,0,62,48,22,0,0,0,122,0
"Bremerton-Silverdale, WA",14740,2020,361,322,30,3,1,5,0,245,51,23,0,0,0,361,0
"Bridgeport-Stamford-Norwalk, CT",14860,2020,366,217,136,12,1,0,0,161,80,47,0,6,150,210,0
"Brookings, SD",15100,2020,366,305,61,0,0,0,0,87,55,39,0,0,281,52,33
